"Primary_key","Working_hours","JOB_CONDITION","JOB_CATEGORY","economic_sector","Employee_count","WORK_DESCRIPTION","Emolument","Company_category","Job_dep","Terms_of_emp"
21769,1535,"C","O","FZ","tr_1","671c",12275,"ct_6","2B","CDI"
21773,1561,"C","O","FZ","tr_1","632a",18909,"ct_9","2B","CDI"
21777,1820,"C","O","GZ","tr_1","461f",44303,"ct_9","2B","CDI"
21779,1687,"C","O","QB","tr_4","526d",21067,"ct_8","2B","CDI"
21782,443,"P","O","SZ","tr_1","543g",12309,"ct_4","2B","CDI"
21795,1365,"C","O","NZ","tr_3","534b",8606,"ct_9","2B","CDI"
21796,1343,"P","O","NZ","tr_2","684a",11539,"ct_9","2B","CDI"
21803,568,"C","O","FZ","tr_2","472c",4032,"ct_6","2B","CDI"
21806,1820,"C","O","MB","tr_2","524b",41941,"ct_1","2B","AUT"
21808,2080,"C","O","MB","tr_6","342g",42465,"ct_5","91","CDI"
21820,1820,"C","O","QB","tr_1","461f",23160,"ct_8","2B","CDI"
21830,1820,"C","O","HZ","tr_3","333c",25746,"ct_9","2A","CDI"
21837,1683,"C","O","FZ","tr_1","632a",17118,"ct_9","2B","CDI"
21841,1950,"C","O","MA","tr_1","461d",27147,"ct_9","2B","CDI"
21847,1624,"C","O","NZ","tr_3","534a",17941,"ct_9","2A","CDD"
21866,840,"N","O","QB","tr_0","563a",5975,"ct_7","2B","CDI"
21874,1173,"P","O","MA","tr_1","461e",20572,"ct_6","2B","CDI"
21877,1432,"C","O","NZ","tr_5","684a",12756,"ct_9","2B","CDI"
21881,1820,"C","O","GZ","tr_5","462e",49256,"ct_9","2A","CDI"
21899,1042,"C","O","IZ","tr_1","561b",7444,"ct_9","30","CDI"
21900,1832,"C","O","QB","tr_4","525d",17908,"ct_9","84","CDD"
21908,1809,"C","O","CG","tr_3","621b",20324,"ct_9","30","CDI"
21913,1960,"C","O","NZ","tr_1","684a",16542,"ct_9","30","CDI"
21919,1820,"C","O","PZ","tr_3","461b",23054,"ct_8","30","CDI"
21926,1820,"N","O","GZ","tr_3","463e",26262,"ct_9","30","CDI"
21927,1580,"P","O","QB","tr_6","563b",15479,"ct_8","30","CDI"
21929,1754,"C","O","FZ","tr_1","633a",14336,"ct_9","30","CDI"
21933,1820,"C","O","CA","tr_6","385b",50600,"ct_9","30","CDI"
21942,2200,"C","O","QA","tr_4","526e",27651,"ct_9","34","CDI"
21945,1561,"C","O","FZ","tr_2","481b",12966,"ct_9","30","CDI"
21951,630,"C","O","GZ","tr_1","543b",7702,"ct_9","34","CDI"
21956,1893,"C","O","JC","tr_6","478c",21369,"ct_9","31","CDI"
21957,1820,"C","O","PZ","tr_2","421b",27670,"ct_2","84","AUT"
21958,1684,"C","O","FZ","tr_4","461d",23905,"ct_9","30","CDI"
21960,1499,"P","O","QB","tr_3","563b",15937,"ct_8","30","CDI"
21961,506,"C","O","NZ","tr_5","534a",3634,"ct_9","34","CDI"
21962,1726,"C","O","GZ","tr_4","463d",33576,"ct_9","77","CDI"
21964,2017,"C","O","MB","tr_6","342g",49804,"ct_5","30","CDI"
21972,1806,"C","O","QB","tr_5","676e",9773,"ct_8","30","AUT"
21975,2023,"C","O","HZ","tr_0","641a",19411,"ct_9","34","CDI"
21987,1819,"C","O","QA","tr_6","333f",29779,"ct_3","30","CDI"
21994,822,"P","O","QB","tr_4","434d",13149,"ct_8","30","CDI"
21996,1774,"C","O","JA","tr_6","388a",49108,"ct_9","34","CDI"
21999,432,"C","O","CG","tr_5","674d",10429,"ct_9","30","CDI"
22000,1766,"C","O","MA","tr_6","372a",55208,"ct_9","69","CDI"
22001,1701,"C","O","HZ","tr_4","628a",26561,"ct_9","30","CDI"
22006,1820,"C","O","OZ","tr_6","525b",23591,"ct_2","30","AUT"
22012,769,"P","O","QB","tr_6","563b",8892,"ct_8","30","CDI"
22021,1820,"C","O","FZ","tr_1","632a",20050,"ct_9","30","CDI"
22023,896,"P","O","QB","tr_6","563b",6654,"ct_8","30","CDI"
22027,1734,"C","O","NZ","tr_6","534a",15032,"ct_9","34","CDI"
22028,1134,"P","O","IZ","tr_1","561c",10456,"ct_9","30","CDI"
22038,1628,"C","O","FZ","tr_4","382c",49766,"ct_9","13","CDI"
22039,2080,"C","O","MB","tr_6","342g",38812,"ct_5","30","CDI"
22054,1820,"C","O","CK","tr_4","384c",39608,"ct_9","34","CDI"
22055,1820,"C","O","LZ","tr_6","564a",15549,"ct_5","30","CDI"
22056,1517,"P","O","KZ","tr_5","467a",25918,"ct_9","30","CDI"
22059,1802,"C","O","NZ","tr_2","685a",14553,"ct_6","07","CDI"
22061,1794,"C","O","QB","tr_4","525d",18385,"ct_3","34","AUT"
22062,1820,"C","O","QA","tr_3","431f",33363,"ct_8","30","CDI"
22065,1911,"C","O","GZ","tr_2","551a",27389,"ct_9","30","CDI"
22071,1834,"C","O","QA","tr_6","332b",57616,"ct_3","84","CDI"
22078,1545,"C","O","IZ","tr_2","636d",13937,"ct_9","30","CDI"
22086,2027,"C","O","OZ","tr_1","621f",25142,"ct_2","30","AUT"
22101,1892,"C","O","MA","tr_2","543b",28706,"ct_9","30","CDI"
22105,1561,"C","O","MB","tr_1","461c",19641,"ct_9","30","CDI"
22107,2080,"C","O","MB","tr_6","342g",87282,"ct_5","30","CDI"
22114,1054,"P","O","GZ","tr_3","635a",14496,"ct_9","30","CDI"
22115,1820,"C","O","OZ","tr_3","542a",33966,"ct_5","30","CDI"
22130,1772,"P","O","QA","tr_3","526a",16990,"ct_8","30","CDI"
22138,1824,"C","O","QA","tr_3","431f",33472,"ct_9","30","CDI"
22151,1666,"C","O","FZ","tr_2","632a",16887,"ct_9","30","CDI"
22154,1531,"P","O","GZ","tr_2","461d",17100,"ct_9","30","CDI"
22162,1640,"C","O","NZ","tr_4","465a",30945,"ct_9","35","CDI"
22165,1820,"C","A","FZ","tr_3","681a",11540,"ct_9","30","APP"
22167,1408,"C","O","GZ","tr_5","461f",21556,"ct_9","30","CDI"
22174,1087,"C","O","NZ","tr_4","546b",20999,"ct_9","34","CDI"
22183,1652,"P","O","KZ","tr_1","467a",22638,"ct_9","30","CDI"
22186,584,"P","O","QB","tr_6","563b",6757,"ct_8","30","CDD"
22190,325,"N","O","TZ","tr_1","563c",3006,"ct_7","30","CDI"
22196,1099,"C","O","FZ","tr_2","676d",11027,"ct_9","30","CDI"
22210,1820,"C","O","LZ","tr_6","463e",89243,"ct_9","84","CDI"
22214,949,"P","O","HZ","tr_5","543g",10277,"ct_9","84","CDI"
22216,1507,"C","O","GZ","tr_3","472c",18903,"ct_9","30","CDI"
22219,1820,"C","O","EZ","tr_4","628e",23775,"ct_9","84","CDI"
22220,1639,"C","O","MA","tr_3","542b",19660,"ct_9","30","CDI"
22230,2594,"P","O","NZ","tr_5","684a",25409,"ct_9","83","CDI"
22233,309,"C","O","GZ","tr_1","653a",2706,"ct_9","84","CDI"
22239,1242,"C","O","CG","tr_3","674d",12994,"ct_9","30","CDI"
22266,1832,"C","O","CA","tr_2","676c",28554,"ct_9","30","CDI"
22268,1143,"P","O","GZ","tr_1","526b",11990,"ct_9","30","CDI"
22271,2198,"C","O","HZ","tr_5","641a",28870,"ct_9","84","CDI"
22278,773,"C","O","GZ","tr_6","478c",6781,"ct_9","84","CDI"
22285,339,"C","O","GZ","tr_3","643a",3448,"ct_9","30","CDI"
22294,1602,"P","O","NZ","tr_1","543e",17684,"ct_9","30","CDI"
22301,1251,"C","O","MA","tr_5","628g",19127,"ct_9","30","CDI"
22303,1485,"C","O","IZ","tr_4","561d",14486,"ct_9","30","CDI"
22312,1635,"C","O","HZ","tr_4","641b",17768,"ct_9","30","CDI"
22323,1700,"C","O","FZ","tr_3","641a",22695,"ct_9","30","CDI"
22327,1680,"C","O","FZ","tr_4","473b",23112,"ct_9","30","CDI"
22331,588,"P","X","QB","tr_3","631a",4829,"ct_8","30","AUT"
22332,1820,"C","O","PZ","tr_3","421b",20852,"ct_8","30","CDI"
22335,1599,"C","O","SZ","tr_0","691b",13846,"ct_9","30","CDI"
22340,2053,"P","O","OZ","tr_6","523c",26960,"ct_2","30","AUT"
22345,616,"C","X","KZ","tr_6","545a",7947,"ct_9","75","AUT"
22354,1761,"C","O","HZ","tr_5","641a",21771,"ct_9","84","CDI"
22358,2013,"C","O","MA","tr_1","543b",23445,"ct_9","30","CDI"
22359,1722,"C","O","KZ","tr_6","388c",54988,"ct_9","93","CDI"
22365,1456,"C","O","GZ","tr_1","554e",16728,"ct_9","30","CDI"
22372,1878,"C","O","QB","tr_1","434e",27696,"ct_8","34","CDD"
22390,647,"P","O","IZ","tr_1","636d",7706,"ct_9","30","CDI"
22395,921,"P","X","QB","tr_3","671a",6303,"ct_2","30","AUT"
22409,1281,"P","O","QB","tr_4","434e",17987,"ct_8","30","CDI"
22420,1536,"P","O","PZ","tr_3","525a",14576,"ct_8","30","CDI"
22435,1375,"C","O","GZ","tr_1","463d",11455,"ct_9","30","CDI"
22439,1790,"C","O","QA","tr_2","542a",16466,"ct_9","30","CDI"
22445,1821,"C","O","GZ","tr_5","373d",78286,"ct_9","30","CDI"
22453,1786,"C","O","OZ","tr_4","435b",15739,"ct_2","30","AUT"
22454,996,"C","O","NZ","tr_0","621d",20425,"ct_9","30","TTP"
22472,1834,"C","O","GZ","tr_5","477c",22840,"ct_9","30","CDI"
22478,2010,"C","O","HZ","tr_2","641a",19082,"ct_9","13","CDI"
22480,1177,"C","O","NZ","tr_3","384a",22978,"ct_9","13","CDI"
22484,1859,"C","O","EZ","tr_6","473b",26250,"ct_9","30","CDI"
22517,1822,"C","O","HZ","tr_3","451a",25511,"ct_9","30","CDI"
22521,1953,"C","O","CA","tr_5","625g",30234,"ct_9","30","CDI"
22527,1855,"C","O","QA","tr_1","526e",19217,"ct_9","30","CDI"
22532,1551,"C","O","MA","tr_2","543b",32803,"ct_9","30","CDI"
22534,1830,"C","O","GZ","tr_1","433d",23205,"ct_9","30","CDI"
22539,1820,"C","O","QB","tr_3","632k",27673,"ct_8","30","CDI"
22551,970,"P","O","NZ","tr_5","684a",9648,"ct_9","84","CDI"
22556,738,"C","O","EZ","tr_4","621e",7052,"ct_9","30","CDI"
22558,1284,"C","O","LZ","tr_1","374d",30919,"ct_9","84","CDI"
22562,1820,"C","O","QA","tr_4","433a",28403,"ct_9","84","CDI"
22569,1480,"C","O","FZ","tr_3","543g",14803,"ct_9","30","CDI"
22573,1538,"C","O","FZ","tr_3","463e",22513,"ct_9","30","CDI"
22577,1433,"C","O","LZ","tr_1","461b",25996,"ct_9","30","CDI"
22581,1725,"C","O","CA","tr_2","636c",22587,"ct_9","34","CDI"
22609,1517,"C","O","QA","tr_6","525d",20030,"ct_9","30","CDI"
22614,1403,"P","O","NZ","tr_1","524c",15791,"ct_2","30","AUT"
22618,1820,"C","O","OZ","tr_5","531c",28228,"ct_1","30","AUT"
22638,1077,"P","O","NZ","tr_2","525d",11023,"ct_9","30","CDI"
22643,251,"C","O","GZ","tr_5","554a",2625,"ct_9","30","CDD"
22644,2006,"C","O","QA","tr_5","431c",34118,"ct_9","30","CDI"
22659,1820,"C","O","MA","tr_6","474a",32111,"ct_9","30","CDI"
22660,1776,"C","O","QB","tr_3","526a",17158,"ct_8","30","CDI"
22668,1350,"P","O","QA","tr_5","431d",27196,"ct_9","84","CDI"
22672,1820,"C","O","OZ","tr_5","531a",26248,"ct_1","30","AUT"
22673,1819,"C","O","QA","tr_6","526e",26121,"ct_3","30","AUT"
22691,1499,"C","O","CG","tr_1","481a",18618,"ct_9","39","CDI"
22692,1742,"C","O","CA","tr_1","636c",25394,"ct_9","34","CDI"
22697,1864,"C","O","HZ","tr_2","641a",20009,"ct_9","30","CDI"
22699,1288,"C","O","NZ","tr_3","542a",19160,"ct_9","34","CDI"
22701,1488,"C","O","MA","tr_2","543c",17481,"ct_9","30","CDD"
22703,1526,"C","O","CE","tr_2","387a",42412,"ct_9","30","CDI"
22713,1820,"C","O","MB","tr_6","451e",24991,"ct_1","30","CDI"
22714,833,"C","O","FZ","tr_1","472c",6068,"ct_9","13","CDI"
22722,939,"P","O","CA","tr_1","554a",9229,"ct_9","30","CDD"
22725,634,"C","X","PZ","tr_1","461e",8202,"ct_9","34","AUT"
22737,1820,"C","O","NZ","tr_1","373d",29221,"ct_9","30","CDI"
22740,1929,"C","O","GZ","tr_1","462b",26547,"ct_9","84","CDI"
22750,301,"P","O","OZ","tr_6","523b",3998,"ct_1","87","AUT"
22763,1796,"C","O","EZ","tr_4","477d",34070,"ct_9","34","CDI"
22786,1690,"C","O","MA","tr_6","472c",26964,"ct_9","13","CDI"
22787,384,"P","O","RZ","tr_0","424a",4255,"ct_8","30","CDI"
22788,1820,"C","O","QA","tr_6","332b",26841,"ct_3","30","CDI"
22797,1456,"P","O","QB","tr_3","526a",16306,"ct_8","30","CDI"
22800,1820,"C","O","PZ","tr_5","341a",29844,"ct_8","30","CDI"
22805,1698,"C","O","NZ","tr_4","534a",16216,"ct_9","34","CDI"
22807,1653,"C","O","GZ","tr_2","653a",16912,"ct_9","30","CDI"
22809,1478,"P","O","GZ","tr_4","551a",15292,"ct_9","30","CDI"
22817,790,"P","O","OZ","tr_4","524c",8015,"ct_2","30","AUT"
22824,304,"C","O","CH","tr_3","628g",5394,"ct_9","30","CDI"
22835,550,"P","O","NZ","tr_6","534a",4805,"ct_9","13","CDI"
22844,1342,"C","O","HZ","tr_4","533a",13733,"ct_9","30","CDI"
22855,2026,"C","O","CM","tr_5","641a",25832,"ct_9","26","CDI"
22862,1080,"P","O","NZ","tr_5","684a",9904,"ct_9","34","CDI"
22864,1820,"C","O","OZ","tr_5","531a",24742,"ct_1","26","AUT"
22879,1951,"C","O","QA","tr_0","526e",20845,"ct_9","30","CDI"
22881,520,"P","O","FZ","tr_2","681a",5291,"ct_9","30","CDI"
22882,1820,"C","O","HZ","tr_4","466a",29450,"ct_9","30","CDI"
22888,868,"C","O","FZ","tr_1","632g",5607,"ct_9","34","CDI"
22890,552,"C","O","LZ","tr_1","463e",6159,"ct_9","30","CDI"
22903,1820,"C","O","MA","tr_6","473b",30966,"ct_9","30","CDI"
22906,269,"C","A","JC","tr_1","478c",2824,"ct_9","30","APP"
22909,1462,"P","O","KZ","tr_6","467a",24678,"ct_9","30","CDI"
22912,546,"P","O","IZ","tr_1","561d",5882,"ct_9","30","CDI"
22917,1233,"P","O","KZ","tr_3","543h",24569,"ct_9","13","CDI"
22925,1668,"C","O","MB","tr_6","342f",33487,"ct_1","34","CDD"
22927,1820,"C","O","QA","tr_5","525d",23033,"ct_9","30","CDI"
22936,1529,"C","O","QA","tr_6","526a",17610,"ct_3","30","CDD"
22941,1798,"C","O","GZ","tr_4","462b",34183,"ct_9","30","CDI"
22946,1724,"C","O","HZ","tr_4","641a",17218,"ct_9","30","CDI"
22948,491,"C","O","GZ","tr_1","551a",4907,"ct_9","34","CDI"
22952,1666,"C","O","FZ","tr_2","632a",17954,"ct_9","30","CDI"
22953,1009,"C","O","PZ","tr_1","423a",17531,"ct_9","34","CDI"
22964,1242,"C","O","CG","tr_3","674d",13833,"ct_9","30","CDI"
22968,742,"P","O","FZ","tr_2","473a",6194,"ct_9","30","CDI"
22982,1820,"C","O","GZ","tr_1","433d",24313,"ct_9","30","CDI"
22985,1735,"C","O","CG","tr_6","462e",24672,"ct_9","26","CDI"
22990,1407,"C","O","SZ","tr_1","562b",12292,"ct_9","30","CDI"
22992,1820,"C","O","PZ","tr_4","422b",26111,"ct_8","30","CDI"
23006,1561,"C","O","NZ","tr_6","534a",11188,"ct_9","34","CDI"
23007,1860,"C","O","GZ","tr_1","554e",17523,"ct_9","30","CDI"
23011,1820,"C","O","KZ","tr_1","545b",28118,"ct_9","30","CDI"
23024,1274,"P","O","HZ","tr_3","333c",18249,"ct_9","30","CDI"
23026,1568,"C","O","GZ","tr_1","374d",42204,"ct_9","84","CDI"
23043,1245,"P","O","QB","tr_3","563b",11675,"ct_9","30","CDI"
23047,1820,"C","O","KZ","tr_6","467a",30510,"ct_9","13","CDI"
23074,1752,"C","O","NZ","tr_2","543e",32415,"ct_9","31","CDI"
23076,1134,"C","O","JC","tr_6","388b",15971,"ct_9","75","CDI"
23082,3000,"N","O","QB","tr_1","563a",14011,"ct_7","31","CDI"
23088,1820,"C","O","PZ","tr_5","461d",25659,"ct_5","31","CDI"
23096,1116,"P","O","OZ","tr_6","524c",27497,"ct_2","31","CDI"
23097,1820,"C","O","MC","tr_5","374b",40728,"ct_9","95","CDI"
23104,1835,"C","O","MB","tr_6","342g",50303,"ct_5","31","CDI"
23109,1592,"C","O","GZ","tr_2","374a",23595,"ct_9","31","CDI"
23117,934,"C","O","RZ","tr_3","461d",10154,"ct_8","31","CDI"
23120,402,"P","O","NZ","tr_2","563b",3483,"ct_8","31","CDD"
23121,1792,"C","O","FZ","tr_4","481b",32074,"ct_9","31","CDI"
23122,660,"C","O","CL","tr_6","384a",54688,"ct_9","31","CDI"
23132,2273,"C","O","HZ","tr_6","543h",31547,"ct_9","31","CDI"
23133,1525,"P","O","QB","tr_2","563b",15369,"ct_9","31","CDI"
23135,1753,"C","O","CL","tr_6","387b",52032,"ct_9","31","CDI"
23136,2032,"C","O","QA","tr_1","526e",18190,"ct_9","31","CDI"
23138,1816,"C","O","QA","tr_6","344c",22623,"ct_3","31","AUT"
23141,1666,"C","O","CI","tr_5","473a",23708,"ct_9","31","CDI"
23142,1796,"C","O","QB","tr_4","422a",33176,"ct_8","31","CDI"
23152,286,"C","O","GZ","tr_3","636c",2104,"ct_9","31","CDD"
23158,1853,"C","O","PZ","tr_2","421b",22934,"ct_8","81","CDI"
23169,1418,"C","O","JA","tr_4","423b",14858,"ct_9","31","CDI"
23171,1624,"C","O","NZ","tr_2","631a",16580,"ct_9","31","CDI"
23172,1216,"C","O","GZ","tr_1","462a",18328,"ct_9","31","CDI"
23174,1359,"C","O","RZ","tr_5","373d",33537,"ct_9","31","CDI"
23183,1589,"C","O","GZ","tr_2","554c",20438,"ct_9","31","CDI"
23185,1826,"C","O","KZ","tr_5","467c",32948,"ct_9","31","CDI"
23190,584,"C","O","QB","tr_3","526d",6634,"ct_9","31","CDI"
23208,1807,"C","O","QB","tr_5","525d",16306,"ct_8","31","CDI"
23215,1849,"P","O","KZ","tr_1","376d",33792,"ct_9","31","CDI"
23218,1820,"C","O","NZ","tr_6","534a",19271,"ct_9","31","CDI"
23220,1494,"C","O","MA","tr_1","472a",24534,"ct_9","31","CDI"
23221,1820,"C","O","GZ","tr_6","463d",56417,"ct_9","92","CDI"
23224,1712,"C","O","CG","tr_3","674a",21454,"ct_9","31","CDI"
23234,1820,"C","O","QB","tr_3","525d",19409,"ct_8","31","CDI"
23236,1902,"C","O","NZ","tr_6","534a",20289,"ct_9","31","CDI"
23238,906,"C","O","GZ","tr_4","652a",12049,"ct_9","31","CDI"
23240,1630,"C","O","QB","tr_2","526c",13817,"ct_9","31","CDI"
23248,1029,"C","O","QA","tr_6","525d",9974,"ct_9","31","CDI"
23255,1820,"C","O","PZ","tr_5","341a",36402,"ct_8","31","CDI"
23258,1714,"C","O","FZ","tr_4","382c",48802,"ct_9","31","CDI"
23260,1073,"P","O","IZ","tr_1","554a",8342,"ct_6","31","CDI"
23265,2647,"C","O","QB","tr_4","525d",26920,"ct_9","31","CDI"
23273,1820,"C","O","KZ","tr_1","467a",45218,"ct_9","31","CDI"
23274,1303,"N","O","TZ","tr_0","563c",13108,"ct_7","31","CDI"
23276,1820,"C","O","MB","tr_6","383a",45396,"ct_5","31","CDI"
23280,1675,"C","O","NZ","tr_6","631a",16291,"ct_9","69","CDI"
23284,1689,"C","O","FZ","tr_1","681a",25036,"ct_9","31","CDI"
23286,577,"C","O","IZ","tr_1","636d",7470,"ct_9","31","CDI"
23289,1914,"C","O","HZ","tr_4","333c",27915,"ct_9","31","CDI"
23295,1716,"C","O","NZ","tr_1","526b",19061,"ct_9","31","CDI"
23296,1820,"C","O","MA","tr_3","372e",36601,"ct_9","31","CDI"
23297,1668,"C","O","OZ","tr_3","522a",25738,"ct_1","31","AUT"
23301,1666,"C","O","CL","tr_6","385a",66216,"ct_9","31","CDI"
23303,1906,"C","O","CL","tr_6","388a",66199,"ct_9","31","CDI"
23312,472,"C","O","FZ","tr_3","632j",5174,"ct_9","31","CDD"
23313,1253,"P","O","GZ","tr_2","551a",12798,"ct_9","31","CDI"
23314,1034,"P","O","QB","tr_4","311d",18615,"ct_3","31","CDI"
23316,1864,"C","O","OZ","tr_6","354g",35945,"ct_2","82","AUT"
23322,1911,"C","O","NZ","tr_4","433a",40668,"ct_9","31","CDI"
23324,1451,"C","O","GZ","tr_5","474c",30494,"ct_9","31","CDI"
23326,1820,"C","O","NZ","tr_4","684a",18994,"ct_9","31","CDI"
23332,1055,"N","O","RZ","tr_0","354f",10532,"ct_8","31","CDD"
23335,1712,"C","O","KZ","tr_3","462e",24852,"ct_9","31","CDI"
23339,1385,"C","O","QA","tr_6","526a",18187,"ct_8","31","CDI"
23357,1715,"C","O","MA","tr_1","632k",15353,"ct_9","31","CDI"
23359,1788,"C","O","QB","tr_4","525d",9015,"ct_9","31","CDI"
23381,1529,"C","O","IZ","tr_3","561d",12779,"ct_9","31","CDI"
23389,1834,"C","O","QA","tr_5","561d",18002,"ct_9","31","CDI"
23400,1273,"P","O","OZ","tr_3","523c",15616,"ct_2","31","AUT"
23403,1042,"P","O","HZ","tr_1","534b",10491,"ct_9","31","CDI"
23404,1175,"C","O","SZ","tr_2","562b",17480,"ct_9","31","CDI"
23413,908,"C","O","MB","tr_2","477d",9563,"ct_9","31","CDD"
23415,1957,"C","O","GZ","tr_6","634c",27133,"ct_9","31","CDI"
23428,1820,"C","O","PZ","tr_3","331a",24828,"ct_1","31","CDI"
23429,1614,"C","O","SZ","tr_3","423b",16714,"ct_8","31","CDI"
23432,1410,"C","O","CC","tr_4","627f",17414,"ct_9","81","CDI"
23435,1820,"C","O","QA","tr_6","525d",16267,"ct_9","31","CDI"
23436,198,"C","O","FZ","tr_1","632f",1814,"ct_9","31","CDD"
23437,975,"C","O","IZ","tr_3","636d",13540,"ct_9","31","CDI"
23438,1193,"C","O","MA","tr_5","478c",20356,"ct_9","31","CDI"
23439,1837,"C","O","KZ","tr_5","545a",35582,"ct_5","31","CDI"
23442,1595,"P","O","GZ","tr_5","554a",16013,"ct_9","31","CDI"
23444,1771,"C","O","JB","tr_5","463e",34169,"ct_9","31","AUT"
23452,2308,"N","O","QB","tr_1","563a",11067,"ct_7","31","CDI"
23455,1820,"C","O","MA","tr_4","388d",40672,"ct_9","31","CDI"
23465,1385,"C","O","HZ","tr_4","643a",11100,"ct_9","31","CDI"
23480,1479,"C","O","QB","tr_5","526a",14782,"ct_8","31","CDI"
23485,1661,"C","O","NZ","tr_6","684a",17871,"ct_9","31","CDI"
23486,840,"P","O","OZ","tr_6","563b",9127,"ct_2","31","AUT"
23490,960,"C","O","FZ","tr_2","681a",8902,"ct_9","31","CDI"
23491,2176,"C","O","OZ","tr_6","545d",21678,"ct_8","31","CDI"
23492,1771,"C","O","DZ","tr_4","463b",33682,"ct_9","31","CDI"
23501,1088,"C","A","SZ","tr_1","562a",7286,"ct_9","31","APP"
23502,1455,"P","O","QB","tr_6","344b",53810,"ct_2","31","AUT"
23505,1630,"C","O","CL","tr_6","384b",49654,"ct_9","31","CDI"
23511,1523,"C","O","QB","tr_5","461c",17030,"ct_8","31","CDI"
23512,1911,"C","O","GZ","tr_3","551a",17609,"ct_9","31","CDI"
23522,985,"C","O","GZ","tr_1","344d",17975,"ct_9","31","CDI"
23524,1673,"C","O","GZ","tr_3","388d",74679,"ct_9","31","CDI"
23528,864,"C","O","OZ","tr_6","434d",6555,"ct_2","31","CDD"
23529,1820,"C","O","PZ","tr_5","461d",25191,"ct_5","31","CDI"
23530,2028,"C","O","NZ","tr_1","542a",31107,"ct_9","31","CDI"
23532,1787,"C","O","JC","tr_3","388b",34933,"ct_9","31","CDI"
23539,1547,"C","O","MA","tr_1","472a",12703,"ct_9","31","CDI"
23543,1519,"C","O","GZ","tr_1","462e",40144,"ct_9","31","CDI"
23554,1449,"C","O","CH","tr_2","685a",15228,"ct_9","31","CDI"
23570,1820,"C","O","MA","tr_5","462e",26231,"ct_9","81","CDI"
23572,1780,"C","O","CL","tr_6","474c",26734,"ct_9","31","CDI"
23576,1286,"P","O","GZ","tr_6","552a",13667,"ct_9","31","CDI"
23577,1612,"C","O","GZ","tr_1","554e",16349,"ct_9","31","CDI"
23580,1109,"C","O","NZ","tr_1","542a",8543,"ct_9","31","CDI"
23581,1664,"P","O","MA","tr_1","461d",19400,"ct_9","31","CDI"
23590,1835,"C","O","CL","tr_6","474c",39287,"ct_9","31","CDI"
23592,1151,"C","O","LZ","tr_1","463e",10119,"ct_9","31","CDI"
23605,1887,"C","O","QA","tr_1","433a",26068,"ct_9","31","CDI"
23609,1477,"C","O","GZ","tr_3","543b",12987,"ct_9","31","CDI"
23611,1820,"C","O","MB","tr_3","388a",69235,"ct_9","31","CDI"
23612,1828,"C","O","JC","tr_6","388a",48323,"ct_9","31","CDI"
23615,1784,"C","O","MA","tr_2","372e",43600,"ct_9","31","CDI"
23619,1226,"C","O","JC","tr_6","544a",9342,"ct_9","31","CDI"
23620,1853,"C","O","JC","tr_6","478b",24343,"ct_9","31","CDI"
23622,1479,"C","O","QB","tr_5","526a",14362,"ct_8","31","CDI"
23624,1637,"P","O","OZ","tr_6","332b",40858,"ct_4","31","CDI"
23634,562,"P","O","QB","tr_1","563b",4894,"ct_9","31","CDI"
23635,513,"P","O","GZ","tr_5","553c",5823,"ct_9","31","CDI"
23642,1831,"C","O","OZ","tr_6","354g",49299,"ct_2","31","AUT"
23643,1300,"C","O","GZ","tr_5","374d",24810,"ct_9","60","CDI"
23644,1598,"C","O","FZ","tr_1","372b",48234,"ct_9","31","CDI"
23646,1750,"C","O","FZ","tr_3","477c",27192,"ct_9","31","CDI"
23649,1887,"N","O","TZ","tr_1","563c",15903,"ct_7","31","CDI"
23651,899,"C","O","GZ","tr_1","344d",17953,"ct_9","31","CDI"
23653,1001,"P","O","QA","tr_5","344a",63623,"ct_9","31","CDI"
23661,1312,"P","O","IZ","tr_3","561d",11878,"ct_9","32","CDI"
23662,720,"C","O","NZ","tr_3","684a",6067,"ct_8","31","CDD"
23667,378,"C","O","GZ","tr_2","554f",11673,"ct_9","75","CDD"
23671,1455,"P","O","QA","tr_6","526a",22649,"ct_3","31","AUT"
23677,1799,"C","O","JC","tr_6","388a",27727,"ct_9","31","CDI"
23679,2044,"C","O","OZ","tr_6","373b",30891,"ct_8","31","CDI"
23681,1743,"C","O","GZ","tr_6","388a",37456,"ct_9","31","CDI"
23692,1613,"C","O","FZ","tr_2","671c",20628,"ct_9","31","CDI"
23696,1263,"P","O","QB","tr_3","563b",12609,"ct_9","31","CDI"
23700,1856,"C","O","QA","tr_6","525d",18404,"ct_9","31","CDI"
23704,1305,"C","O","CM","tr_3","676c",13288,"ct_9","31","CDI"
23708,1972,"C","O","QB","tr_3","525d",21100,"ct_8","65","CDI"
23721,836,"C","O","HZ","tr_6","641a",7468,"ct_9","31","CDI"
23723,901,"C","X","FZ","tr_4","472a",9761,"ct_9","31","AUT"
23724,1817,"C","O","DZ","tr_5","386d",56365,"ct_9","31","CDI"
23725,1820,"C","O","FZ","tr_1","681a",23916,"ct_9","31","CDI"
23730,1820,"C","O","JC","tr_1","388c",43880,"ct_9","69","CDI"
23731,1159,"C","O","CJ","tr_3","628g",14748,"ct_9","31","CDI"
23733,1084,"P","O","QB","tr_3","563b",9554,"ct_8","31","CDI"
23740,1855,"C","O","MA","tr_1","382a",28435,"ct_9","81","CDI"
