"Primary_key","Club"
30973,"cf121"
30974,"cf112"
30976,"cf201"
30979,"cf204"
30980,"cf112"
30986,"cf121"
30988,"cf112"
30989,"cf112"
30993,"cf108"
31000,"cf111"
31001,"cf214"
31003,"cf204"
31004,"cf214"
31005,"cf112"
31006,"cf137"
31007,"cf121"
31008,"cf121"
31012,"cf108"
31015,"cf112"
31017,"cf106"
31018,"cf108"
31019,"cf214"
31023,"cf204"
31026,"cf108"
31032,"cf107"
31033,"cf111"
31035,"cf204"
31036,"cf121"
31038,"cf112"
31040,"cf112"
31041,"cf106"
31043,"cf214"
31046,"cf201"
31049,"cf121"
31050,"cf111"
31051,"cf107"
31052,"cf137"
31054,"cf214"
31055,"cf112"
31056,"cf107"
31060,"cf204"
31062,"cf107"
31063,"cf108"
31066,"cf204"
31067,"cf112"
31069,"cf112"
31071,"cf108"
31072,"cf121"
31073,"cf108"
31074,"cf108"
31076,"cf105"
31090,"cf102"
31095,"cf109"
31097,"cf242"
31108,"cf122"
31152,"cf105"
31184,"cf242"
31188,"cf112"
31196,"cf413"
31205,"cf102"
31209,"cf102"
31220,"cf102"
31221,"cf101"
31231,"cf202"
31234,"cf106"
31236,"cf116"
31237,"cf116"
31238,"cf116"
31239,"cf116"
31241,"cf110"
31242,"cf116"
31243,"cf116"
31244,"cf108"
31246,"cf116"
31249,"cf106"
31250,"cf110"
31251,"cf116"
31253,"cf112"
31257,"cf112"
31258,"cf110"
31259,"cf112"
31263,"cf137"
31264,"cf112"
31265,"cf112"
31270,"cf112"
31271,"cf108"
31272,"cf102"
31273,"cf116"
31274,"cf112"
31276,"cf110"
31277,"cf121"
31278,"cf106"
31279,"cf116"
31280,"cf121"
31281,"cf116"
31282,"cf112"
31284,"cf108"
31286,"cf110"
31288,"cf101"
31291,"cf112"
31295,"cf108"
31297,"cf116"
31298,"cf116"
31299,"cf108"
31301,"cf110"
31304,"cf102"
31305,"cf116"
31309,"cf403"
31313,"cf410"
31322,"cf407"
31325,"cf123"
31331,"cf402"
31342,"cf212"
31348,"cf108"
31365,"cf128"
31370,"cf109"
31379,"cf261"
31380,"cf261"
31386,"cf111"
31439,"cf135"
31449,"cf402"
31453,"cf420"
31454,"cf124"
31455,"cf604"
31456,"cf125"
31471,"cf124"
31479,"cf108"
31482,"cf108"
31483,"cf110"
31484,"cf101"
31487,"cf101"
31491,"cf103"
31493,"cf101"
31496,"cf101"
31497,"cf101"
31501,"cf108"
31505,"cf135"
31507,"cf101"
31509,"cf110"
31511,"cf110"
31519,"cf111"
31563,"cf604"
31574,"cf402"
31576,"cf108"
31577,"cf129"
31578,"cf113"
31581,"cf106"
31583,"cf113"
31586,"cf129"
31587,"cf103"
31589,"cf107"
31590,"cf106"
31591,"cf107"
31592,"cf107"
31593,"cf106"
31594,"cf108"
31595,"cf107"
31597,"cf103"
31599,"cf106"
31600,"cf108"
31602,"cf103"
31603,"cf107"
31604,"cf113"
31605,"cf129"
31606,"cf119"
31609,"cf107"
31610,"cf106"
31613,"cf107"
31614,"cf113"
31617,"cf107"
31619,"cf113"
31620,"cf129"
31622,"cf113"
31623,"cf107"
31625,"cf119"
31627,"cf113"
31632,"cf110"
31635,"cf113"
31640,"cf107"
31641,"cf107"
31642,"cf129"
31644,"cf103"
31645,"cf129"
31646,"cf108"
31649,"cf107"
31677,"cf101"
31679,"cf133"
31682,"cf135"
31694,"cf111"
31700,"cf110"
31705,"cf114"
31727,"cf242"
31750,"cf111"
31754,"cf124"
31770,"cf206"
31784,"cf221"
31786,"cf402"
31797,"cf117"
31823,"cf128"
31846,"cf125"
31847,"cf111"
31851,"cf115"
31854,"cf111"
31856,"cf111"
31866,"cf402"
31867,"cf402"
31886,"cf127"
31894,"cf103"
31895,"cf103"
31921,"cf125"
31942,"cf201"
31947,"cf105"
31965,"cf132"
31981,"cf105"
31993,"cf115"
32005,"cf111"
32022,"cf133"
32031,"cf124"
32050,"cf242"
32051,"cf129"
32052,"cf109"
32057,"cf413"
32062,"cf245"
32073,"cf108"
32076,"cf105"
32081,"cf113"
32110,"cf107"
32111,"cf112"
32112,"cf102"
32116,"cf107"
32118,"cf107"
32120,"cf122"
32123,"cf122"
32125,"cf128"
32127,"cf122"
32132,"cf112"
32133,"cf112"
32134,"cf126"
32136,"cf112"
32137,"cf102"
32139,"cf128"
32142,"cf112"
32148,"cf126"
32150,"cf128"
32153,"cf126"
32154,"cf102"
32163,"cf218"
32166,"cf125"
32176,"cf604"
32177,"cf604"
32181,"cf133"
32226,"cf111"
32228,"cf102"
32234,"cf108"
32237,"cf102"
32242,"cf108"
32243,"cf108"
32252,"cf134"
32254,"cf111"
32267,"cf115"
32268,"cf109"
32274,"cf109"
32298,"cf109"
32304,"cf111"
32345,"cf245"
32355,"cf109"
32356,"cf110"
32363,"cf123"
32365,"cf105"
32368,"cf222"
32371,"cf402"
32377,"cf107"
32381,"cf113"
32389,"cf123"
32395,"cf102"
32396,"cf113"
32427,"cf107"
32430,"cf107"
32431,"cf107"
32436,"cf107"
32442,"cf102"
32444,"cf102"
32446,"cf107"
32460,"cf402"
32461,"cf402"
32476,"cf106"
32478,"cf112"
32484,"cf122"
32485,"cf112"
32486,"cf122"
32490,"cf106"
32493,"cf109"
32495,"cf122"
32496,"cf122"
32498,"cf106"
32499,"cf209"
32503,"cf122"
32504,"cf105"
32505,"cf112"
32506,"cf118"
32508,"cf106"
32509,"cf112"
32512,"cf122"
32514,"cf112"
32515,"cf118"
32517,"cf106"
32518,"cf112"
32523,"cf118"
32524,"cf118"
32525,"cf109"
32527,"cf122"
32531,"cf112"
32537,"cf118"
32542,"cf106"
32543,"cf122"
32546,"cf105"
32548,"cf118"
32550,"cf118"
32552,"cf106"
32555,"cf105"
32557,"cf105"
32558,"cf112"
32561,"cf122"
32562,"cf108"
32563,"cf118"
32564,"cf105"
32567,"cf105"
32568,"cf122"
32569,"cf118"
32570,"cf209"
32571,"cf108"
32572,"cf122"
32575,"cf106"
32576,"cf108"
32580,"cf106"
32582,"cf105"
32584,"cf118"
32585,"cf112"
32587,"cf112"
32589,"cf118"
32590,"cf105"
32593,"cf118"
32594,"cf112"
32595,"cf118"
32596,"cf122"
32603,"cf209"
32604,"cf118"
32605,"cf112"
32607,"cf118"
32608,"cf112"
32609,"cf118"
32610,"cf122"
32613,"cf118"
32616,"cf108"
32617,"cf118"
32619,"cf122"
32621,"cf122"
32623,"cf118"
32624,"cf122"
32626,"cf105"
32629,"cf122"
32630,"cf106"
32635,"cf122"
32637,"cf105"
32639,"cf118"
32640,"cf122"
32644,"cf118"
32645,"cf122"
32647,"cf106"
32648,"cf118"
32650,"cf118"
32653,"cf112"
32657,"cf109"
32658,"cf118"
32659,"cf112"
32660,"cf118"
32663,"cf118"
32664,"cf106"
32665,"cf118"
32667,"cf122"
32668,"cf118"
32671,"cf112"
32672,"cf109"
32673,"cf118"
32676,"cf112"
32679,"cf122"
32680,"cf118"
32681,"cf112"
32682,"cf109"
32683,"cf109"
32684,"cf106"
32689,"cf118"
32691,"cf112"
32693,"cf122"
32694,"cf118"
32696,"cf118"
32698,"cf112"
32701,"cf106"
32705,"cf106"
32706,"cf106"
32707,"cf106"
32709,"cf105"
32711,"cf112"
32713,"cf118"
32714,"cf118"
32715,"cf118"
32718,"cf111"
32724,"cf123"
32725,"cf123"
32728,"cf133"
32737,"cf221"
32747,"cf111"
32774,"cf123"
32784,"cf218"
32786,"cf101"
32805,"cf111"
32828,"cf123"
32856,"cf109"
32871,"cf124"
32876,"cf110"
32880,"cf604"
32881,"cf107"
32883,"cf261"
32886,"cf103"
32895,"cf110"
32897,"cf110"
32898,"cf107"
32926,"cf125"
32928,"cf103"
32934,"cf256"
32940,"cf105"
32943,"cf101"
32945,"cf133"
32977,"cf134"
32989,"cf417"
33010,"cf218"
33047,"cf133"
33053,"cf402"
33069,"cf604"
33071,"cf132"
33085,"cf402"
33088,"cf404"
33109,"cf102"
33111,"cf108"
33116,"cf402"
33118,"cf102"
33119,"cf108"
33121,"cf402"
33122,"cf102"
33132,"cf420"
33142,"cf116"
33143,"cf102"
33145,"cf109"
33149,"cf102"
33150,"cf116"
33153,"cf116"
33154,"cf119"
33155,"cf102"
33157,"cf102"
33162,"cf108"
33164,"cf116"
33169,"cf124"
33171,"cf116"
33178,"cf121"
33185,"cf105"
33186,"cf111"
33192,"cf261"
33196,"cf228"
33199,"cf105"
33200,"cf113"
33201,"cf105"
33202,"cf101"
33213,"cf119"
33220,"cf218"
33222,"cf102"
33223,"cf116"
33224,"cf102"
33227,"cf113"
33228,"cf113"
33230,"cf106"
33233,"cf106"
33235,"cf113"
33236,"cf105"
33237,"cf106"
33242,"cf102"
33243,"cf106"
33244,"cf106"
33249,"cf106"
33250,"cf103"
33261,"cf218"
33281,"cf111"
33287,"cf105"
33292,"cf126"
33296,"cf103"
33297,"cf114"
33298,"cf105"
33302,"cf107"
33305,"cf112"
33308,"cf112"
33309,"cf108"
33311,"cf112"
33312,"cf108"
33315,"cf118"
33316,"cf108"
33317,"cf107"
33318,"cf114"
33319,"cf114"
33320,"cf107"
33323,"cf112"
33326,"cf105"
33327,"cf112"
33328,"cf103"
33329,"cf114"
33330,"cf103"
33331,"cf105"
33333,"cf108"
33334,"cf105"
33337,"cf108"
33338,"cf114"
33340,"cf105"
33342,"cf112"
33343,"cf118"
33345,"cf114"
33346,"cf108"
33348,"cf112"
33351,"cf124"
33352,"cf107"
33355,"cf112"
33356,"cf112"
33360,"cf103"
33361,"cf107"
33364,"cf114"
33365,"cf118"
33367,"cf105"
33370,"cf124"
33371,"cf114"
33372,"cf107"
33374,"cf112"
33375,"cf114"
33376,"cf107"
33377,"cf103"
33378,"cf114"
33380,"cf112"
33381,"cf108"
33382,"cf114"
33383,"cf108"
33385,"cf103"
33387,"cf112"
33389,"cf108"
33390,"cf118"
33392,"cf118"
33393,"cf103"
33399,"cf108"
33400,"cf108"
33401,"cf108"
33402,"cf114"
33404,"cf114"
33405,"cf108"
33407,"cf103"
33411,"cf105"
33415,"cf108"
33417,"cf108"
33419,"cf112"
33421,"cf107"
33422,"cf103"
33423,"cf112"
33424,"cf107"
33425,"cf112"
33426,"cf105"
33430,"cf124"
33435,"cf112"
33436,"cf114"
33437,"cf107"
33438,"cf105"
33439,"cf108"
33441,"cf124"
33442,"cf112"
33445,"cf114"
33448,"cf108"
33449,"cf105"
33450,"cf114"
33452,"cf108"
33453,"cf107"
33456,"cf108"
33457,"cf107"
33461,"cf108"
33463,"cf107"
33464,"cf124"
33466,"cf114"
33469,"cf112"
33470,"cf114"
33473,"cf114"
33474,"cf103"
33476,"cf114"
33477,"cf114"
33478,"cf118"
33480,"cf103"
33482,"cf112"
33486,"cf124"
33487,"cf112"
33488,"cf107"
33491,"cf112"
33492,"cf112"
33494,"cf108"
33495,"cf124"
33497,"cf112"
33498,"cf107"
33499,"cf112"
33500,"cf103"
33501,"cf105"
33502,"cf114"
33504,"cf112"
33506,"cf103"
33507,"cf112"
33508,"cf124"
33511,"cf107"
33515,"cf112"
33517,"cf112"
33518,"cf112"
33521,"cf124"
33523,"cf112"
33524,"cf118"
33526,"cf107"
33528,"cf114"
33532,"cf105"
33533,"cf124"
33535,"cf107"
33537,"cf108"
33539,"cf103"
33542,"cf119"
33549,"cf123"
33565,"cf105"
33567,"cf101"
33568,"cf102"
33569,"cf101"
33570,"cf105"
33572,"cf101"
33574,"cf115"
33575,"cf101"
33599,"cf121"
33602,"cf402"
33619,"cf404"
33623,"cf204"
33624,"cf101"
33625,"cf401"
33630,"cf413"
33631,"cf115"
33632,"cf102"
33633,"cf122"
33634,"cf102"
33636,"cf121"
33641,"cf115"
33650,"cf123"
33656,"cf402"
33658,"cf134"
33665,"cf123"
33689,"cf402"
33690,"cf402"
33691,"cf133"
33692,"cf101"
33694,"cf121"
33695,"cf111"
33705,"cf106"
33710,"cf123"
33718,"cf121"
33730,"cf410"
33731,"cf250"
33735,"cf402"
33736,"cf117"
33744,"cf132"
33766,"cf410"
33767,"cf410"
33768,"cf211"
33772,"cf245"
33828,"cf211"
33832,"cf119"
33835,"cf101"
33842,"cf106"
33875,"cf417"
33900,"cf123"
33904,"cf111"
33910,"cf117"
33912,"cf404"
33926,"cf129"
33938,"cf402"
33943,"cf404"
33963,"cf211"
33966,"cf110"
33968,"cf101"
33971,"cf110"
33972,"cf107"
33976,"cf102"
33977,"cf110"
33978,"cf102"
33980,"cf109"
33985,"cf102"
33986,"cf110"
33991,"cf102"
33992,"cf110"
33994,"cf110"
33995,"cf110"
33999,"cf123"
34057,"cf245"
34069,"cf125"
34081,"cf111"
34082,"cf604"
34090,"cf109"
34094,"cf106"
34095,"cf106"
34102,"cf106"
34103,"cf107"
34106,"cf108"
34107,"cf107"
34108,"cf102"
34113,"cf107"
34115,"cf102"
34117,"cf103"
34118,"cf106"
34121,"cf109"
34123,"cf106"
34125,"cf107"
34126,"cf106"
34131,"cf102"
34153,"cf218"
34157,"cf125"
34158,"cf115"
34200,"cf124"
34201,"cf109"
34212,"cf111"
34220,"cf109"
34244,"cf603"
34246,"cf118"
34247,"cf101"
34249,"cf109"
34252,"cf102"
34254,"cf118"
34268,"cf404"
34273,"cf103"
34275,"cf402"
34276,"cf108"
34282,"cf408"
34286,"cf111"
34289,"cf111"
34291,"cf110"
34293,"cf111"
34301,"cf110"
34303,"cf105"
34308,"cf135"
34330,"cf219"
34331,"cf245"
34337,"cf121"
34360,"cf413"
34386,"cf101"
34399,"cf101"
34401,"cf124"
34413,"cf109"
34418,"cf134"
34429,"cf133"
34443,"cf128"
34454,"cf105"
34458,"cf101"
34459,"cf105"
34460,"cf113"
34464,"cf113"
34466,"cf107"
34467,"cf107"
34468,"cf105"
34469,"cf107"
34470,"cf105"
34471,"cf113"
34472,"cf105"
34473,"cf108"
34474,"cf101"
34478,"cf107"
34481,"cf101"
34484,"cf101"
34485,"cf101"
34487,"cf108"
34488,"cf102"
34489,"cf105"
34492,"cf108"
34495,"cf107"
34496,"cf107"
34498,"cf122"
34500,"cf101"
34502,"cf107"
34503,"cf122"
34504,"cf107"
34508,"cf101"
34528,"cf129"
34532,"cf604"
34541,"cf401"
34550,"cf101"
34552,"cf107"
34553,"cf101"
34555,"cf105"
34563,"cf101"
34568,"cf101"
34569,"cf107"
34583,"cf102"
34593,"cf413"
34594,"cf417"
34596,"cf402"
34626,"cf102"
34627,"cf102"
34628,"cf107"
34629,"cf105"
34630,"cf107"
34632,"cf102"
34637,"cf106"
34639,"cf106"
34642,"cf105"
34643,"cf101"
34648,"cf107"
34649,"cf105"
34650,"cf118"
34652,"cf107"
34654,"cf107"
34655,"cf107"
34674,"cf401"
34675,"cf407"
34685,"cf109"
34739,"cf126"
34756,"cf403"
34774,"cf108"
34791,"cf111"
34796,"cf125"
34807,"cf413"
34810,"cf109"
34811,"cf108"
34813,"cf105"
34814,"cf109"
34816,"cf105"
34821,"cf109"
34822,"cf113"
34825,"cf109"
34827,"cf105"
34828,"cf109"
34829,"cf109"
34830,"cf113"
34831,"cf109"
34832,"cf119"
34834,"cf113"
34835,"cf113"
34836,"cf109"
34837,"cf105"
34841,"cf119"
34843,"cf109"
34844,"cf108"
34851,"cf401"
34853,"cf111"
34861,"cf109"
34866,"cf113"
34878,"cf123"
34883,"cf109"
34889,"cf111"
34890,"cf102"
34892,"cf102"
34893,"cf102"
34896,"cf102"
34898,"cf604"
34899,"cf115"
34903,"cf109"
34904,"cf123"
34905,"cf102"
34906,"cf108"
34907,"cf102"
34909,"cf242"
34929,"cf242"
34943,"cf109"
34953,"cf404"
34958,"cf111"
35017,"cf115"
35022,"cf135"
35028,"cf403"
35034,"cf134"
35035,"cf111"
35037,"cf123"
35044,"cf133"
35046,"cf251"
35051,"cf117"
35067,"cf111"
35076,"cf604"
35078,"cf201"
35107,"cf111"
35109,"cf402"
35112,"cf111"
35117,"cf102"
35119,"cf103"
35124,"cf102"
35125,"cf103"
35127,"cf102"
35129,"cf133"
35130,"cf605"
35132,"cf605"
35136,"cf121"
35147,"cf132"
35164,"cf242"
35178,"cf119"
35180,"cf119"
35183,"cf105"
35185,"cf102"
35186,"cf119"
35187,"cf105"
35189,"cf127"
35190,"cf101"
35191,"cf102"
35194,"cf126"
35195,"cf127"
35197,"cf108"
35198,"cf119"
35199,"cf106"
35206,"cf413"
35210,"cf124"
35221,"cf245"
35224,"cf242"
35242,"cf241"
35266,"cf402"
35304,"cf410"
35310,"cf110"
35311,"cf109"
35312,"cf201"
35313,"cf201"
35315,"cf110"
35317,"cf109"
35320,"cf102"
35321,"cf102"
35324,"cf102"
35326,"cf101"
35327,"cf101"
35328,"cf109"
35331,"cf108"
35335,"cf109"
35336,"cf604"
35337,"cf102"
35338,"cf604"
35340,"cf101"
35342,"cf106"
35345,"cf110"
35346,"cf109"
35348,"cf102"
35349,"cf107"
35350,"cf102"
35352,"cf106"
35361,"cf115"
35367,"cf133"
35373,"cf241"
35381,"cf132"
35404,"cf604"
35406,"cf604"
35408,"cf242"
35424,"cf111"
35429,"cf117"
35447,"cf117"
35477,"cf133"
35483,"cf245"
35498,"cf109"
35501,"cf122"
35502,"cf117"
35503,"cf241"
35505,"cf101"
35512,"cf107"
35513,"cf117"
35519,"cf420"
35520,"cf122"
35522,"cf111"
35528,"cf106"
35533,"cf402"
35536,"cf604"
35542,"cf402"
35543,"cf242"
35551,"cf105"
35555,"cf128"
35558,"cf604"
35566,"cf133"
35569,"cf105"
35577,"cf402"
35598,"cf413"
35609,"cf109"
35615,"cf217"
35621,"cf107"
35622,"cf102"
35623,"cf111"
35624,"cf108"
35628,"cf108"
35629,"cf102"
35631,"cf108"
35635,"cf101"
35636,"cf107"
35639,"cf417"
35642,"cf101"
35643,"cf101"
35645,"cf102"
35646,"cf101"
35647,"cf108"
35648,"cf101"
35649,"cf101"
35650,"cf101"
35664,"cf111"
35672,"cf216"
35673,"cf111"
35677,"cf133"
35687,"cf109"
35698,"cf114"
35699,"cf106"
35700,"cf106"
35701,"cf205"
35703,"cf106"
35704,"cf114"
35708,"cf114"
35712,"cf106"
35713,"cf107"
35714,"cf107"
35716,"cf107"
35720,"cf106"
35723,"cf114"
35724,"cf106"
35728,"cf107"
35729,"cf107"
35730,"cf107"
35732,"cf106"
35733,"cf205"
35737,"cf106"
35740,"cf110"
35741,"cf205"
35743,"cf114"
35744,"cf110"
35745,"cf114"
35746,"cf114"
35748,"cf107"
35749,"cf106"
35750,"cf105"
35751,"cf107"
35752,"cf205"
35754,"cf114"
35755,"cf205"
35757,"cf107"
35758,"cf106"
35760,"cf114"
35762,"cf114"
35763,"cf107"
35764,"cf106"
35766,"cf106"
35767,"cf114"
35768,"cf107"
35769,"cf107"
35770,"cf114"
35771,"cf106"
35772,"cf114"
35773,"cf106"
35790,"cf108"
35800,"cf242"
35806,"cf105"
35823,"cf242"
35826,"cf109"
35828,"cf125"
35842,"cf119"
35854,"cf605"
35857,"cf402"
35872,"cf242"
35875,"cf402"
35877,"cf108"
35899,"cf103"
35913,"cf111"
35960,"cf111"
35968,"cf221"
35985,"cf105"
36012,"cf109"
36013,"cf123"
36014,"cf125"
36023,"cf132"
36026,"cf134"
36033,"cf210"
36035,"cf106"
36037,"cf119"
36039,"cf119"
36040,"cf102"
36043,"cf102"
36053,"cf119"
36065,"cf402"
36073,"cf242"
36075,"cf126"
36077,"cf132"
36102,"cf111"
36111,"cf115"
36118,"cf111"
36159,"cf127"
36160,"cf403"
36167,"cf102"
36169,"cf107"
36172,"cf604"
36173,"cf108"
36178,"cf102"
36181,"cf102"
36184,"cf108"
36186,"cf108"
36187,"cf123"
36188,"cf103"
36190,"cf102"
36192,"cf107"
36194,"cf103"
36202,"cf105"
36209,"cf111"
36215,"cf413"
36219,"cf218"
36225,"cf604"
36228,"cf201"
36231,"cf402"
36233,"cf103"
36279,"cf402"
36304,"cf101"
36310,"cf501"
36314,"cf103"
36315,"cf109"
36330,"cf113"
36331,"cf103"
36359,"cf115"
36364,"cf108"
36370,"cf242"
36379,"cf218"
36381,"cf113"
36386,"cf132"
36391,"cf111"
36394,"cf111"
36401,"cf105"
36408,"cf108"
36432,"cf106"
36433,"cf102"
36434,"cf106"
36436,"cf107"
36443,"cf106"
36458,"cf124"
36470,"cf123"
36471,"cf111"
36483,"cf105"
36485,"cf218"
36490,"cf105"
36494,"cf402"
36496,"cf402"
36516,"cf133"
36526,"cf108"
36527,"cf124"
36530,"cf105"
36531,"cf113"
36535,"cf106"
36540,"cf604"
36541,"cf108"
36542,"cf106"
36545,"cf108"
36546,"cf108"
36547,"cf106"
36568,"cf112"
36574,"cf242"
36580,"cf245"
36602,"cf129"
36608,"cf123"
36629,"cf102"
36633,"cf108"
36634,"cf410"
36635,"cf109"
36638,"cf106"
36642,"cf101"
36644,"cf117"
36645,"cf106"
36654,"cf117"
36656,"cf101"
36657,"cf101"
36659,"cf106"
36661,"cf102"
36664,"cf102"
36665,"cf102"
36666,"cf101"
36670,"cf106"
36671,"cf102"
36672,"cf107"
36673,"cf106"
36674,"cf101"
36675,"cf131"
36676,"cf107"
36677,"cf107"
36679,"cf107"
36680,"cf102"
36681,"cf102"
36683,"cf107"
36684,"cf107"
36685,"cf102"
36686,"cf106"
36687,"cf107"
36688,"cf131"
36693,"cf107"
36694,"cf102"
36695,"cf102"
36698,"cf107"
36700,"cf102"
36702,"cf102"
36704,"cf102"
36705,"cf102"
36709,"cf101"
36711,"cf101"
36713,"cf111"
36737,"cf402"
36739,"cf123"
36741,"cf101"
36746,"cf107"
36747,"cf125"
36749,"cf107"
36750,"cf123"
36751,"cf209"
36752,"cf125"
36754,"cf102"
36756,"cf209"
36760,"cf110"
36761,"cf123"
36762,"cf102"
36764,"cf125"
36766,"cf107"
36767,"cf125"
36772,"cf102"
36776,"cf107"
36777,"cf121"
36779,"cf101"
36780,"cf102"
36781,"cf123"
36786,"cf209"
36787,"cf102"
36788,"cf102"
36789,"cf125"
36791,"cf123"
36792,"cf107"
36793,"cf107"
36796,"cf102"
36806,"cf109"
36811,"cf111"
36812,"cf102"
36813,"cf109"
36814,"cf202"
36818,"cf109"
36819,"cf114"
36822,"cf202"
36823,"cf118"
36824,"cf202"
36825,"cf102"
36826,"cf109"
36829,"cf102"
36830,"cf202"
36831,"cf202"
36832,"cf213"
36833,"cf114"
36834,"cf107"
36838,"cf118"
36840,"cf109"
36841,"cf103"
36842,"cf202"
36843,"cf107"
36844,"cf202"
36845,"cf202"
36846,"cf114"
36847,"cf103"
36852,"cf202"
36853,"cf107"
36854,"cf109"
36855,"cf202"
36859,"cf102"
36863,"cf202"
36866,"cf107"
36869,"cf109"
36873,"cf103"
36874,"cf109"
36875,"cf114"
36878,"cf107"
36880,"cf102"
36882,"cf103"
36883,"cf102"
36884,"cf118"
36886,"cf102"
36889,"cf107"
36890,"cf202"
36891,"cf202"
36892,"cf118"
36893,"cf107"
36894,"cf118"
36896,"cf107"
36898,"cf202"
36901,"cf109"
36903,"cf109"
36904,"cf213"
36905,"cf102"
36906,"cf213"
36907,"cf202"
36908,"cf103"
36909,"cf107"
36911,"cf114"
36913,"cf114"
36917,"cf202"
36918,"cf202"
36919,"cf114"
36921,"cf118"
36924,"cf118"
36925,"cf107"
36927,"cf102"
36928,"cf107"
36930,"cf107"
36931,"cf202"
36933,"cf114"
36936,"cf102"
36937,"cf118"
36938,"cf114"
36941,"cf107"
36944,"cf107"
36945,"cf109"
36946,"cf118"
36953,"cf114"
36955,"cf102"
36956,"cf118"
36959,"cf102"
36961,"cf102"
36962,"cf107"
36964,"cf118"
36965,"cf103"
36967,"cf118"
36969,"cf107"
36973,"cf202"
36976,"cf103"
36977,"cf102"
36979,"cf114"
36980,"cf107"
36983,"cf107"
36984,"cf202"
36986,"cf213"
36988,"cf102"
36989,"cf102"
36991,"cf118"
36994,"cf107"
36996,"cf109"
36998,"cf202"
37002,"cf107"
37004,"cf103"
37005,"cf118"
37007,"cf109"
37009,"cf107"
37011,"cf109"
37015,"cf118"
37018,"cf102"
37020,"cf107"
37023,"cf107"
37024,"cf102"
37025,"cf202"
37026,"cf107"
37027,"cf102"
37028,"cf103"
37032,"cf107"
37036,"cf107"
37037,"cf107"
37043,"cf107"
37045,"cf118"
37047,"cf114"
37050,"cf202"
37052,"cf118"
37054,"cf202"
37055,"cf109"
37057,"cf213"
37059,"cf202"
37061,"cf213"
37064,"cf109"
37065,"cf107"
37066,"cf102"
37067,"cf102"
37068,"cf118"
37069,"cf118"
37072,"cf202"
37073,"cf114"
37077,"cf114"
37080,"cf202"
37085,"cf114"
37086,"cf118"
37090,"cf202"
37095,"cf111"
37097,"cf105"
37099,"cf245"
37102,"cf245"
37104,"cf403"
37111,"cf132"
37149,"cf402"
37173,"cf103"
37180,"cf115"
37225,"cf107"
37229,"cf107"
37230,"cf106"
37231,"cf117"
37234,"cf110"
37235,"cf114"
37236,"cf105"
37237,"cf114"
37254,"cf105"
37257,"cf101"
37261,"cf242"
37263,"cf123"
37272,"cf404"
37276,"cf402"
37279,"cf206"
37280,"cf501"
37294,"cf121"
37298,"cf106"
37325,"cf242"
37326,"cf111"
37333,"cf413"
37334,"cf129"
37353,"cf108"
37355,"cf113"
37363,"cf105"
37371,"cf111"
37379,"cf123"
37382,"cf109"
37387,"cf420"
37388,"cf233"
37412,"cf105"
37417,"cf123"
37452,"cf115"
37461,"cf128"
37463,"cf111"
37487,"cf111"
37491,"cf111"
37516,"cf132"
37530,"cf133"
37541,"cf242"
37550,"cf103"
37551,"cf242"
37557,"cf108"
37558,"cf106"
37561,"cf111"
37563,"cf211"
37566,"cf211"
37567,"cf211"
37568,"cf211"
37570,"cf103"
37572,"cf111"
37584,"cf413"
37587,"cf242"
37591,"cf242"
37617,"cf125"
37623,"cf402"
37629,"cf129"
37633,"cf111"
37635,"cf219"
37636,"cf420"
37666,"cf402"
37671,"cf242"
37678,"cf211"
37680,"cf237"
37682,"cf402"
37686,"cf111"
37690,"cf117"
37691,"cf111"
37707,"cf242"
37710,"cf103"
37730,"cf102"
37731,"cf102"
37737,"cf101"
37740,"cf101"
37741,"cf221"
37743,"cf115"
37745,"cf407"
37763,"cf413"
37765,"cf135"
37767,"cf118"
37769,"cf123"
37786,"cf111"
37792,"cf604"
37795,"cf106"
37798,"cf109"
37799,"cf106"
37801,"cf106"
37825,"cf102"
37826,"cf413"
37827,"cf102"
37831,"cf102"
37834,"cf107"
37836,"cf102"
37837,"cf109"
37842,"cf109"
37843,"cf102"
37844,"cf102"
37854,"cf111"
37866,"cf111"
37871,"cf112"
37873,"cf102"
37874,"cf113"
37876,"cf113"
37878,"cf108"
37879,"cf107"
37883,"cf113"
37884,"cf112"
37886,"cf112"
37888,"cf113"
37932,"cf102"
37933,"cf116"
37935,"cf116"
37936,"cf105"
37938,"cf102"
37942,"cf116"
37943,"cf111"
37946,"cf116"
37948,"cf102"
37952,"cf102"
37957,"cf102"
37962,"cf103"
37964,"cf102"
37965,"cf102"
37970,"cf103"
37979,"cf103"
37982,"cf102"
37983,"cf102"
37984,"cf102"
37986,"cf103"
37990,"cf103"
37996,"cf113"
38009,"cf210"
38022,"cf604"
38038,"cf106"
38044,"cf604"
38045,"cf106"
38047,"cf106"
38050,"cf102"
38052,"cf101"
38053,"cf108"
38056,"cf108"
38059,"cf116"
38060,"cf116"
38062,"cf103"
38063,"cf106"
38074,"cf413"
38081,"cf413"
38084,"cf242"
38106,"cf413"
38114,"cf233"
38115,"cf114"
38129,"cf101"
38131,"cf206"
38134,"cf101"
38136,"cf128"
38139,"cf218"
38140,"cf101"
38156,"cf111"
38171,"cf111"
38172,"cf109"
38181,"cf106"
38183,"cf107"
38184,"cf106"
38186,"cf106"
38187,"cf106"
38193,"cf106"
38195,"cf102"
38196,"cf106"
38198,"cf102"
