"Primary_key","ACTIVITY_TYPE","SEX","INSEE_CODE","job_42","CURRENT_AGE","is_student","highest_diploma","household_type","target"
18709,"TACT2.1","Female","27254","csp_7_5",64,FALSE,"DIP1_4","FM4_4","J"
18712,"TACT2.1","Female","27261","csp_7_8",68,FALSE,"DIP1_3","FM4_4","J"
18713,"TACT1.1","Male","27263","csp_6_3",29,FALSE,"DIP3","FM3_1","J"
18716,"TACT2.1","Female","27266","csp_7_7",65,FALSE,"DIP1_3","FM1_2","J"
18719,"TACT2.5","Female","27275","csp_8_5",30,FALSE,"DIP1","FM4_1","Y"
18720,"TACT2.1","Female","27275","csp_7_7",79,FALSE,"DIP1_4","FM4_4","J"
18721,"TACT1.1","Male","27275","csp_6_2",38,FALSE,"DIP1_3","FM4_1","Y"
18725,"TACT2.5","Female","27275","csp_8_6",63,FALSE,"DIP1_3","FM4_4","Y"
18727,"TACT2.1","Male","27275","csp_7_8",75,FALSE,"DIP2","FM4_4","J"
18728,"TACT1.1","Male","27275","csp_6_4",46,FALSE,"DIP1_3","FM3_1","J"
18729,"TACT1.1","Male","27277","csp_4_7",36,FALSE,"DIP1_5","FM4_2","J"
18730,"TACT1.1","Female","27279","csp_4_8",41,FALSE,"DIP1_8","FM4_1","Y"
18731,"TACT2.1","Female","27279","csp_7_7",85,FALSE,"DIP3","FM1_2","J"
18732,"TACT1.1","Male","27279","csp_6_3",60,FALSE,"DIP1_3","FM4_1","Y"
18734,"TACT2.1","Female","27282","csp_7_7",80,FALSE,"DIP1_1","FM1_2","Y"
18737,"TACT1.1","Female","27284","csp_4_3",48,FALSE,"DIP1_6","FM4_1","Y"
18738,"TACT1.1","Male","27284","csp_2_1",40,FALSE,"DIP3","FM4_2","J"
18739,"TACT2.2","Male","27284","csp_8_4",19,TRUE,"DIP1_4","FM4_1","Y"
18742,"TACT1.1","Female","27284","csp_5_6",45,FALSE,"DIP1_3","FM4_1","Y"
18744,"TACT2.2","Female","27284","csp_8_4",18,TRUE,"DIP1_2","FM4_1","Y"
18751,"TACT2.1","Female","27284","csp_7_2",86,FALSE,"DIP1_1","FM1_2","Y"
18755,"TACT2.1","Female","27287","csp_7_5",75,FALSE,"DIP1_3","FM4_4","J"
18758,"TACT2.2","Female","27290","csp_8_4",18,TRUE,"DIP1_2","FM4_1","Y"
18760,"TACT2.1","Male","27290","csp_7_8",65,FALSE,"DIP1_3","FM4_4","J"
18762,"TACT2.1","Male","27294","csp_7_8",62,FALSE,"DIP2","FM4_3","J"
18763,"TACT1.1","Male","27295","csp_6_3",25,FALSE,"DIP1_5","FM1_1","Y"
18764,"TACT1.1","Female","27295","csp_5_5",44,FALSE,"DIP1_4","FM3_2","J"
18765,"TACT2.2","Male","27299","csp_8_4",16,TRUE,"DIP1_2","FM3_2","Y"
18769,"TACT1.1","Male","27299","csp_5_5",63,FALSE,"DIP1_3","FM3_1","J"
18770,"TACT1.1","Female","27299","csp_5_2",61,FALSE,"DIP1_3","FM4_3","J"
18773,"TACT1.1","Female","27301","csp_4_3",44,FALSE,"DIP1_7","FM4_1","Y"
18775,"TACT1.1","Female","27301","csp_5_6",33,FALSE,"DIP1_5","FM4_1","Y"
18777,"TACT1.1","Female","27301","csp_5_5",62,FALSE,"DIP1_3","FM4_1","J"
18778,"TACT2.1","Male","27302","csp_7_2",73,FALSE,"DIP1_4","FM4_4","J"
18779,"TACT2.1","Male","27306","csp_7_1",77,FALSE,"DIP1_1","FM1_1","Y"
18784,"TACT1.1","Male","27309","csp_6_7",24,FALSE,"DIP1_3","FM4_1","J"
18785,"TACT1.1","Female","27311","csp_6_7",44,FALSE,"DIP1_2","FM3_2","J"
18789,"TACT2.1","Female","27313","csp_7_7",69,FALSE,"DIP1_3","FM4_4","J"
18790,"TACT1.1","Male","27316","csp_4_5",33,FALSE,"DIP1_6","FM4_1","Y"
18796,"TACT1.1","Female","27317","csp_5_4",32,FALSE,"DIP1_6","FM4_1","Y"
18797,"TACT1.1","Female","27317","csp_4_2",49,FALSE,"DIP1_3","FM3_2","J"
18798,"TACT2.5","Male","27319","csp_8_5",23,FALSE,"DIP1","FM4_1","Y"
18800,"TACT1.2","Male","27323","csp_6_7",50,FALSE,"DIP1_3","FM3_1","Y"
18801,"TACT1.1","Female","27323","csp_4_6",48,FALSE,"DIP1_7","FM4_1","J"
18805,"TACT2.2","Female","27333","csp_8_4",21,TRUE,"DIP1_4","FM4_1","Y"
18806,"TACT1.1","Female","27333","csp_4_3",26,FALSE,"DIP3","FM4_1","Y"
18808,"TACT2.1","Female","27336","csp_7_5",89,FALSE,"DIP1_3","FM3_2","J"
18812,"TACT1.1","Male","27339","csp_6_5",20,FALSE,"DIP1_5","FM4_1","Y"
18819,"TACT1.2","Female","27348","csp_5_6",37,FALSE,"DIP2","FM4_4","J"
18820,"TACT1.2","Female","27348","csp_4_3",36,FALSE,"DIP1_6","FM4_4","Y"
18823,"TACT2.1","Female","27348","csp_7_7",83,FALSE,"DIP1_3","FM4_4","J"
18824,"TACT1.2","Male","27349","csp_6_3",21,FALSE,"DIP1_2","FM4_4","Y"
18825,"TACT1.1","Male","27349","csp_6_7",32,FALSE,"DIP1_3","FM4_1","J"
18829,"TACT2.4","Female","27351","csp_8_5",59,FALSE,"DIP3","FM4_4","Y"
18832,"TACT2.1","Male","27353","csp_7_8",78,FALSE,"DIP1_3","FM4_4","J"
18833,"TACT1.2","Female","27355","csp_4_6",49,FALSE,"DIP2","FM1_2","J"
18835,"TACT2.5","Male","27355","csp_8_6",61,FALSE,"DIP3","FM1_1","Y"
18837,"TACT2.2","Male","27355","csp_8_4",16,TRUE,"DIP1_2","FM4_1","Y"
18838,"TACT2.1","Male","27355","csp_7_4",87,FALSE,"DIP1_1","FM4_4","J"
18843,"TACT2.1","Male","27365","csp_7_5",69,FALSE,"DIP1_7","FM4_4","J"
18846,"TACT2.1","Female","27367","csp_7_8",96,FALSE,"DIP1_3","FM1_2","J"
18847,"TACT1.1","Male","27371","csp_4_8",43,FALSE,"DIP1_3","FM4_1","J"
18849,"TACT2.2","Male","27375","csp_8_4",27,TRUE,"DIP1_7","FM1_1","Y"
18851,"TACT2.1","Female","27375","csp_7_7",76,FALSE,"DIP1","FM1_2","Y"
18855,"TACT2.2","Female","27375","csp_8_4",20,TRUE,"DIP1_4","FM1_2","Y"
18856,"TACT1.1","Male","27375","csp_4_8",48,FALSE,"DIP1_4","FM4_1","Y"
18857,"TACT1.1","Male","27375","csp_6_3",17,TRUE,"DIP1_4","FM4_1","Y"
18858,"TACT1.2","Male","27375","csp_6_3",26,FALSE,"DIP1_3","FM1_1","Y"
18859,"TACT1.1","Female","27375","csp_5_2",59,FALSE,"DIP1_5","FM4_1","Y"
18868,"TACT1.1","Male","27375","csp_4_5",61,FALSE,"DIP1_4","FM4_1","Y"
18869,"TACT1.1","Female","27375","csp_3_7",60,FALSE,"DIP1_4","FM4_1","Y"
18870,"TACT1.1","Male","27375","csp_6_3",60,FALSE,"DIP1_3","FM4_1","Y"
18875,"TACT1.1","Male","27375","csp_6_3",31,FALSE,"DIP1_3","FM4_1","Y"
18876,"TACT1.1","Female","27375","csp_5_2",30,FALSE,"DIP1_4","FM4_1","Y"
18877,"TACT2.1","Male","27375","csp_7_5",73,FALSE,"DIP1_4","FM4_4","Y"
18878,"TACT1.1","Female","27377","csp_5_5",44,FALSE,"DIP1_6","FM4_1","Y"
18879,"TACT2.5","Male","27378","csp_8_6",60,FALSE,"DIP1_1","FM4_4","J"
18882,"TACT1.1","Male","27381","csp_3_8",50,FALSE,"DIP1_6","FM4_2","Y"
18885,"TACT2.1","Female","27385","csp_7_7",63,FALSE,"DIP1_2","FM4_4","J"
18886,"TACT1.1","Male","27386","csp_6_7",31,FALSE,"DIP1_5","FM4_1","Y"
18887,"TACT2.1","Female","27386","csp_7_4",71,FALSE,"DIP1_7","FM1_2","Y"
18888,"TACT2.1","Female","27386","csp_7_5",66,FALSE,"DIP1_6","FM4_2","J"
18889,"TACT2.1","Female","27388","csp_7_7",71,FALSE,"DIP1_2","FM4_4","J"
18891,"TACT1.1","Female","27390","csp_5_2",26,FALSE,"DIP1_3","FM1_2","J"
18896,"TACT1.1","Female","27396","csp_3_7",36,FALSE,"DIP1_8","FM4_1","J"
18898,"TACT2.4","Female","27397","csp_8_5",50,FALSE,"DIP1_5","FM4_2","Y"
18900,"TACT1.1","Male","27397","csp_4_3",26,FALSE,"DIP1_7","FM4_1","J"
18901,"TACT1.1","Female","27398","csp_5_2",61,FALSE,"DIP1_3","FM4_1","J"
18902,"TACT2.2","Male","27398","csp_8_4",18,TRUE,"DIP1_4","FM4_1","Y"
18906,"TACT2.5","Male","27408","csp_8_5",27,FALSE,"DIP1","FM4_4","J"
18908,"TACT2.1","Female","27410","csp_7_5",80,FALSE,"DIP1_3","FM1_2","J"
18910,"TACT1.1","Male","27412","csp_1_1",27,FALSE,"DIP1_5","FM4_1","Y"
18911,"TACT1.1","Male","27413","csp_4_8",56,FALSE,"DIP1_3","FM1_1","Y"
18914,"TACT1.1","Female","27419","csp_5_2",38,FALSE,"DIP1_3","FM4_1","J"
18915,"TACT2.1","Male","27422","csp_7_2",91,FALSE,"DIP1_3","FM4_4","J"
18916,"TACT2.2","Female","27423","csp_8_5",15,TRUE,"DIP3","FM4_4","Y"
18917,"TACT2.4","Male","27425","csp_8_5",46,FALSE,"DIP1_2","FM1_1","J"
18918,"TACT2.1","Female","27425","csp_7_5",93,FALSE,"DIP1_7","FM1_2","J"
18920,"TACT2.1","Female","27426","csp_7_7",66,FALSE,"DIP1_1","FM4_4","J"
18924,"TACT1.1","Male","27428","csp_6_8",50,FALSE,"DIP1_3","FM4_1","Y"
18928,"TACT1.2","Male","27428","csp_6_3",32,FALSE,"DIP1_3","FM4_4","Y"
18931,"TACT1.1","Male","27438","csp_4_8",35,FALSE,"DIP1_4","FM4_1","Y"
18933,"TACT2.2","Female","27439","csp_8_4",22,TRUE,"DIP1_4","FM4_1","Y"
18934,"TACT1.1","Male","27439","csp_5_4",24,FALSE,"DIP1_6","FM4_1","J"
18935,"TACT1.1","Female","27440","csp_4_7",45,FALSE,"DIP1_3","FM4_1","Y"
18940,"TACT1.1","Female","27448","csp_2_1",36,FALSE,"DIP1_3","FM4_1","J"
18944,"TACT2.2","Female","27448","csp_8_4",21,TRUE,"DIP1_4","FM4_1","Y"
18946,"TACT2.2","Male","27448","csp_8_4",18,TRUE,"DIP1_2","FM4_1","Y"
18947,"TACT2.1","Female","27448","csp_7_7",70,FALSE,"DIP1_5","FM4_4","Y"
18949,"TACT1.1","Female","27451","csp_2_1",45,FALSE,"DIP1_5","FM4_1","Y"
18951,"TACT2.4","Female","27453","csp_8_6",60,FALSE,"DIP1_7","FM4_4","Y"
18954,"TACT1.1","Male","27463","csp_3_5",38,FALSE,"DIP1_6","FM4_1","Y"
18957,"TACT1.1","Male","27466","csp_6_2",54,FALSE,"DIP1_3","FM4_4","J"
18959,"TACT1.2","Male","27467","csp_6_3",50,FALSE,"DIP2","FM3_2","Y"
18963,"TACT1.1","Female","27467","csp_3_7",51,FALSE,"DIP1_3","FM4_1","Y"
18964,"TACT1.2","Female","27467","csp_5_2",39,FALSE,"DIP1_3","FM3_2","Y"
18965,"TACT1.1","Male","27467","csp_6_8",19,FALSE,"DIP1_2","FM3_1","J"
18966,"TACT1.1","Female","27467","csp_4_3",29,FALSE,"DIP1_7","FM1_2","Y"
18967,"TACT2.2","Female","27467","csp_8_4",22,TRUE,"DIP1_5","FM4_2","Y"
18973,"TACT1.1","Male","27467","csp_6_4",29,FALSE,"DIP1_3","FM4_1","Y"
18975,"TACT1.1","Female","27468","csp_1_3",58,FALSE,"DIP1_5","FM4_1","Y"
18976,"TACT1.1","Female","27468","csp_5_6",49,FALSE,"DIP1_6","FM4_3","J"
18978,"TACT2.1","Female","27469","csp_7_8",66,FALSE,"DIP1_1","FM4_4","Y"
18981,"TACT1.1","Male","27470","csp_5_2",45,FALSE,"DIP1_3","FM4_1","Y"
18982,"TACT1.1","Male","27474","csp_6_5",41,FALSE,"DIP1_5","FM4_1","Y"
18984,"TACT2.1","Female","27474","csp_7_7",69,FALSE,"DIP1_3","FM4_4","J"
18987,"TACT2.1","Male","27480","csp_7_7",63,FALSE,"DIP1_3","FM4_4","J"
18991,"TACT1.1","Male","27486","csp_3_3",46,FALSE,"DIP1_6","FM4_1","Y"
18995,"TACT1.1","Male","27493","csp_2_2",58,FALSE,"DIP1_4","FM4_1","J"
18996,"TACT1.1","Female","27496","csp_4_7",42,FALSE,"DIP3","FM4_1","Y"
18997,"TACT1.1","Male","27497","csp_6_2",39,FALSE,"DIP1_3","FM4_1","J"
18999,"TACT2.1","Female","27500","csp_7_7",67,FALSE,"DIP1_3","FM1_2","Y"
19003,"TACT1.1","Female","27502","csp_5_2",49,FALSE,"DIP1_6","FM4_3","J"
19006,"TACT2.5","Female","27502","csp_8_5",31,FALSE,"DIP1_8","FM4_4","Y"
19007,"TACT1.1","Female","27504","csp_3_1",41,FALSE,"DIP1_8","FM4_1","Y"
19008,"TACT2.1","Female","27504","csp_7_5",71,FALSE,"DIP1_8","FM4_4","J"
19011,"TACT1.1","Male","27504","csp_4_8",55,FALSE,"DIP1_3","FM4_1","Y"
19012,"TACT1.1","Female","27504","csp_4_6",34,FALSE,"DIP1_6","FM4_1","J"
19013,"TACT1.1","Male","27507","csp_4_3",45,FALSE,"DIP1_7","FM4_1","Y"
19014,"TACT1.1","Female","27507","csp_5_2",48,FALSE,"DIP1_3","FM4_1","J"
19015,"TACT2.5","Female","27507","csp_8_6",64,FALSE,"DIP1_7","FM3_2","Y"
19018,"TACT1.2","Male","27511","csp_6_4",39,FALSE,"DIP1_3","FM4_3","J"
19019,"TACT2.2","Male","27514","csp_8_4",20,TRUE,"DIP1_2","FM1_1","Y"
19020,"TACT1.1","Male","27516","csp_6_2",36,FALSE,"DIP1_3","FM4_1","J"
19021,"TACT2.5","Male","27516","csp_8_5",29,FALSE,"DIP1_6","FM3_2","Y"
19022,"TACT1.1","Male","27516","csp_3_3",60,FALSE,"DIP1_8","FM4_1","J"
19023,"TACT2.5","Female","27517","csp_8_6",62,FALSE,"DIP3","FM4_2","Y"
19024,"TACT1.1","Male","27517","csp_6_7",34,FALSE,"DIP1_3","FM4_2","J"
19026,"TACT1.1","Male","27525","csp_5_2",61,FALSE,"DIP1_1","FM1_1","J"
19028,"TACT2.2","Female","27528","csp_8_4",20,TRUE,"DIP1_2","FM4_1","Y"
19029,"TACT2.1","Female","27528","csp_7_7",65,FALSE,"DIP1_3","FM1_2","J"
19030,"TACT2.1","Male","27528","csp_7_7",88,FALSE,"DIP1_1","FM4_4","J"
19032,"TACT2.1","Male","27528","csp_7_1",89,FALSE,"DIP1_3","FM4_4","J"
19033,"TACT1.2","Female","27528","csp_4_6",27,FALSE,"DIP1_7","FM4_1","Y"
19034,"TACT2.1","Female","27529","csp_7_7",73,FALSE,"DIP1_4","FM1_2","Y"
19035,"TACT2.1","Male","27529","csp_7_8",65,FALSE,"DIP1_2","FM3_2","J"
19041,"TACT1.1","Female","27538","csp_5_2",30,FALSE,"DIP1_4","FM4_1","Y"
19043,"TACT2.2","Male","27539","csp_8_4",19,TRUE,"DIP1_2","FM4_2","J"
19044,"TACT1.1","Male","27540","csp_3_4",40,FALSE,"DIP1_7","FM1_1","J"
19045,"TACT1.1","Female","27540","csp_5_6",35,FALSE,"DIP3","FM4_4","Y"
19046,"TACT2.1","Male","27540","csp_7_7",65,FALSE,"DIP1_3","FM4_4","J"
19047,"TACT2.1","Female","27541","csp_7_1",92,FALSE,"DIP1_2","FM1_2","J"
19048,"TACT1.1","Male","27542","csp_3_8",40,FALSE,"DIP1_5","FM4_1","Y"
19049,"TACT1.1","Male","27542","csp_1_1",50,FALSE,"DIP1_3","FM4_1","Y"
19050,"TACT1.2","Female","27543","csp_4_6",59,FALSE,"DIP1_7","FM1_2","Y"
19051,"TACT1.1","Female","27547","csp_6_7",53,FALSE,"DIP1_3","FM3_2","J"
19052,"TACT2.5","Male","27550","csp_8_5",60,FALSE,"DIP2","FM1_1","Y"
19054,"TACT2.2","Female","27550","csp_8_4",25,TRUE,"DIP1_5","FM1_2","Y"
19055,"TACT2.5","Female","27553","csp_8_6",63,FALSE,"DIP1_7","FM1_2","Y"
19056,"TACT1.1","Male","27553","csp_5_5",25,TRUE,"DIP1_7","FM1_1","J"
19058,"TACT1.1","Female","27554","csp_1_1",51,FALSE,"DIP1_3","FM4_1","J"
19060,"TACT2.1","Female","27555","csp_7_2",80,FALSE,"DIP1_1","FM1_2","Y"
19061,"TACT1.1","Female","27555","csp_3_7",57,FALSE,"DIP1_3","FM4_1","J"
19062,"TACT1.1","Male","27557","csp_4_7",54,FALSE,"DIP1_3","FM4_1","J"
19063,"TACT2.1","Male","27562","csp_7_4",96,FALSE,"DIP1_9","FM4_4","J"
19069,"TACT1.1","Male","27563","csp_6_2",41,FALSE,"DIP3","FM4_1","Y"
19070,"TACT1.1","Female","27564","csp_5_6",58,FALSE,"DIP1","FM1_2","J"
19071,"TACT2.4","Female","27565","csp_8_6",65,FALSE,"DIP3","FM4_4","Y"
19072,"TACT1.2","Female","27565","csp_5_2",22,FALSE,"DIP1_3","FM3_2","Y"
19073,"TACT1.1","Male","27568","csp_4_8",41,FALSE,"DIP3","FM4_2","J"
19075,"TACT1.1","Female","27568","csp_6_2",19,TRUE,"DIP1_4","FM4_1","Y"
19077,"TACT2.1","Female","27578","csp_7_5",74,FALSE,"DIP1_2","FM1_2","J"
19079,"TACT2.1","Male","27580","csp_7_4",81,FALSE,"DIP1_7","FM4_4","J"
19080,"TACT1.1","Female","27580","csp_5_5",58,FALSE,"DIP3","FM1_2","J"
19081,"TACT1.1","Female","27580","csp_6_3",27,FALSE,"DIP1_3","FM4_1","Y"
19083,"TACT1.1","Female","27582","csp_3_7",40,FALSE,"DIP1_7","FM4_1","Y"
19084,"TACT1.1","Female","27582","csp_4_6",48,FALSE,"DIP1_6","FM4_1","J"
19085,"TACT2.1","Male","27582","csp_7_4",64,FALSE,"DIP1_8","FM4_3","J"
19086,"TACT1.1","Male","27582","csp_3_4",61,FALSE,"DIP1_6","FM1_1","J"
19087,"TACT1.1","Male","27582","csp_1_3",42,FALSE,"DIP1_3","FM4_1","Y"
19091,"TACT1.1","Male","27587","csp_6_2",36,FALSE,"DIP1_6","FM4_1","Y"
19092,"TACT1.1","Male","27589","csp_4_6",53,FALSE,"DIP1_3","FM4_1","J"
19094,"TACT2.5","Male","27592","csp_8_6",60,FALSE,"DIP1","FM4_4","J"
19098,"TACT1.2","Female","27595","csp_6_7",50,FALSE,"DIP1_1","FM1_2","Y"
19099,"TACT1.1","Male","27595","csp_2_2",48,FALSE,"DIP1_6","FM4_1","Y"
19104,"TACT1.1","Female","27599","csp_4_6",41,FALSE,"DIP1_7","FM4_1","Y"
19106,"TACT2.1","Female","27601","csp_7_5",68,FALSE,"DIP1_8","FM4_4","J"
19107,"TACT1.1","Female","27601","csp_4_6",57,FALSE,"DIP1_2","FM4_1","J"
19115,"TACT2.2","Male","27602","csp_8_5",17,TRUE,"DIP3","FM3_2","Y"
19119,"TACT2.1","Male","27603","csp_7_8",73,FALSE,"DIP1_3","FM1_1","J"
19121,"TACT2.1","Female","27606","csp_7_1",87,FALSE,"DIP1_2","FM1_2","J"
19122,"TACT2.1","Female","27616","csp_7_7",78,FALSE,"DIP1_1","FM4_4","J"
19123,"TACT1.1","Male","27616","csp_6_3",42,FALSE,"DIP1_2","FM4_1","J"
19125,"TACT1.1","Male","27618","csp_6_2",51,FALSE,"DIP1_3","FM4_1","Y"
19126,"TACT2.2","Female","27620","csp_8_5",15,TRUE,"DIP3","FM3_1","Y"
19127,"TACT1.1","Female","27622","csp_2_1",30,FALSE,"DIP1_5","FM4_1","Y"
19129,"TACT2.1","Female","27622","csp_7_7",72,FALSE,"DIP2","FM1_2","J"
19131,"TACT2.2","Female","27625","csp_8_4",24,TRUE,"DIP1_7","FM1_2","Y"
19133,"TACT1.1","Female","27629","csp_3_3",64,FALSE,"DIP1_3","FM1_2","J"
19138,"TACT2.1","Male","27633","csp_7_8",74,FALSE,"DIP1_2","FM4_4","J"
19142,"TACT1.2","Female","27638","csp_6_7",43,FALSE,"DIP1_3","FM4_2","Y"
19146,"TACT2.2","Female","27654","csp_8_4",20,TRUE,"DIP1_2","FM4_1","Y"
19152,"TACT2.2","Male","27656","csp_8_4",21,TRUE,"DIP1_3","FM4_4","Y"
19154,"TACT1.1","Male","27658","csp_6_3",28,FALSE,"DIP1_3","FM4_1","J"
19156,"TACT2.1","Female","27668","csp_7_8",66,FALSE,"DIP2","FM1_2","J"
19157,"TACT2.1","Male","27669","csp_7_7",82,FALSE,"DIP3","FM4_4","J"
19158,"TACT1.1","Female","27670","csp_4_6",50,FALSE,"DIP1_7","FM4_1","Y"
19159,"TACT2.2","Male","27670","csp_8_5",17,TRUE,"DIP3","FM4_3","Y"
19160,"TACT1.1","Male","27672","csp_4_7",28,FALSE,"DIP1_5","FM4_1","Y"
19162,"TACT1.1","Male","27677","csp_6_3",64,FALSE,"DIP1_1","FM4_2","J"
19165,"TACT1.1","Female","27679","csp_4_5",33,FALSE,"DIP1_6","FM4_3","J"
19171,"TACT1.1","Male","27679","csp_6_8",49,FALSE,"DIP1_3","FM3_1","J"
19172,"TACT2.4","Female","27679","csp_8_6",63,FALSE,"DIP1_3","FM4_2","Y"
19176,"TACT2.2","Male","27681","csp_8_4",19,TRUE,"DIP1_5","FM4_1","Y"
19177,"TACT1.2","Female","27681","csp_3_5",35,FALSE,"DIP1_8","FM3_2","Y"
19180,"TACT1.1","Male","27681","csp_3_7",36,FALSE,"DIP1_8","FM4_1","Y"
19181,"TACT1.1","Male","27681","csp_6_3",27,FALSE,"DIP2","FM1_1","Y"
19183,"TACT1.1","Male","27681","csp_4_5",33,FALSE,"DIP1_8","FM4_1","Y"
19189,"TACT2.1","Female","27681","csp_7_7",63,FALSE,"DIP1_2","FM4_4","J"
19192,"TACT1.1","Female","27681","csp_5_4",44,FALSE,"DIP1_4","FM4_1","Y"
19194,"TACT1.2","Male","27681","csp_6_4",50,FALSE,"DIP1_2","FM1_1","Y"
19196,"TACT1.1","Female","27681","csp_4_5",54,FALSE,"DIP1_6","FM4_1","Y"
19197,"TACT2.1","Male","27681","csp_7_2",69,FALSE,"DIP3","FM4_4","Y"
19198,"TACT2.1","Male","27681","csp_7_7",74,FALSE,"DIP1_2","FM4_4","J"
19201,"TACT2.5","Female","27681","csp_8_5",61,FALSE,"DIP1_5","FM4_4","Y"
19203,"TACT2.1","Female","27681","csp_7_7",64,FALSE,"DIP2","FM4_4","J"
19205,"TACT2.1","Male","27681","csp_7_5",85,FALSE,"DIP1_5","FM1_1","Y"
19210,"TACT2.1","Female","27681","csp_7_8",77,FALSE,"DIP1_3","FM1_2","Y"
19211,"TACT1.1","Female","27681","csp_3_7",41,FALSE,"DIP1_8","FM1_2","Y"
19212,"TACT2.2","Male","27681","csp_8_4",22,TRUE,"DIP1_8","FM1_1","Y"
19213,"TACT2.2","Male","27681","csp_8_4",18,TRUE,"DIP1_2","FM3_2","Y"
19214,"TACT1.1","Male","27681","csp_6_7",57,FALSE,"DIP2","FM4_1","Y"
19215,"TACT2.1","Female","27681","csp_7_7",69,FALSE,"DIP3","FM1_2","Y"
19220,"TACT2.1","Female","27681","csp_8_6",92,FALSE,"DIP1_2","FM3_2","Y"
19222,"TACT1.1","Male","27682","csp_5_5",38,TRUE,"DIP1_4","FM4_1","Y"
19223,"TACT1.1","Female","27684","csp_4_5",75,FALSE,"DIP1_4","FM1_2","Y"
19224,"TACT2.2","Male","27685","csp_8_4",21,TRUE,"DIP3","FM4_1","Y"
19226,"TACT1.1","Male","27692","csp_6_8",29,FALSE,"DIP2","FM4_4","J"
19228,"TACT2.1","Male","27693","csp_7_5",68,FALSE,"DIP1_6","FM4_4","J"
19229,"TACT2.1","Male","27693","csp_7_8",76,FALSE,"DIP1_1","FM4_4","J"
19230,"TACT1.1","Female","27693","csp_4_7",44,FALSE,"DIP1_7","FM3_2","J"
19231,"TACT2.2","Male","27693","csp_8_5",17,TRUE,"DIP3","FM4_3","Y"
19232,"TACT2.1","Male","27694","csp_7_2",80,FALSE,"DIP1_3","FM4_4","J"
19235,"TACT2.2","Male","27696","csp_8_4",18,TRUE,"DIP1_2","FM3_2","Y"
19240,"TACT2.1","Male","27700","csp_7_7",91,FALSE,"DIP2","FM3_2","J"
19241,"TACT2.2","Female","27700","csp_8_4",20,TRUE,"DIP1_2","FM4_1","Y"
19247,"TACT1.1","Female","27701","csp_5_5",36,FALSE,"DIP3","FM4_1","Y"
19253,"TACT1.1","Female","27701","csp_5_6",79,FALSE,"DIP1_1","FM1_2","J"
19254,"TACT2.1","Male","27701","csp_7_2",63,FALSE,"DIP1_3","FM1_1","Y"
19259,"TACT1.1","Female","27701","csp_3_1",55,FALSE,"DIP1_8","FM4_1","Y"
19260,"TACT2.1","Male","27701","csp_7_5",64,FALSE,"DIP1_6","FM4_4","Y"
19263,"TACT2.1","Female","27701","csp_7_7",75,FALSE,"DIP1_1","FM4_4","Y"
19264,"TACT2.1","Female","27701","csp_7_8",80,FALSE,"DIP1_3","FM1_2","Y"
19266,"TACT2.1","Male","28001","csp_7_7",86,FALSE,"DIP1_1","FM4_4","J"
19268,"TACT2.1","Female","28001","csp_7_7",100,FALSE,"DIP1_1","FM1_2","J"
19270,"TACT1.1","Male","28001","csp_4_7",31,FALSE,"DIP1_3","FM3_1","J"
19271,"TACT2.1","Male","28001","csp_7_5",63,FALSE,"DIP1_3","FM4_4","J"
19276,"TACT1.1","Male","28007","csp_4_7",34,FALSE,"DIP1_3","FM4_1","Y"
19280,"TACT1.1","Male","28008","csp_1_3",55,FALSE,"DIP1_3","FM1_1","J"
19281,"TACT1.1","Male","28008","csp_3_4",55,FALSE,"DIP1_8","FM4_1","J"
19283,"TACT2.2","Female","28012","csp_8_4",21,TRUE,"DIP1_3","FM4_1","Y"
19286,"TACT2.1","Female","28012","csp_7_7",79,FALSE,"DIP1_3","FM1_2","J"
19287,"TACT1.1","Male","28012","csp_4_3",20,FALSE,"DIP1_5","FM3_2","Y"
19289,"TACT1.1","Male","28012","csp_6_2",46,FALSE,"DIP1_3","FM1_1","J"
19292,"TACT1.1","Female","28013","csp_3_5",63,FALSE,"DIP1_8","FM4_3","J"
19293,"TACT1.1","Female","28013","csp_4_6",56,FALSE,"DIP1_4","FM4_1","J"
19295,"TACT2.1","Female","28013","csp_7_7",82,FALSE,"DIP3","FM1_2","J"
19298,"TACT1.1","Male","28015","csp_3_3",51,FALSE,"DIP1_8","FM4_1","J"
19299,"TACT2.5","Female","28015","csp_8_5",38,TRUE,"DIP2","FM4_3","J"
19302,"TACT1.1","Female","28015","csp_4_2",63,FALSE,"DIP1_7","FM1_2","J"
19305,"TACT2.1","Female","28015","csp_7_5",64,FALSE,"DIP1_7","FM3_2","Y"
19306,"TACT2.5","Female","28015","csp_8_6",67,FALSE,"DIP1_3","FM4_4","J"
19307,"TACT2.1","Female","28015","csp_7_7",72,FALSE,"DIP1_2","FM4_4","J"
19308,"TACT2.1","Female","28015","csp_7_7",86,FALSE,"DIP1_1","FM1_2","J"
19311,"TACT1.1","Female","28015","csp_5_2",61,FALSE,"DIP1_3","FM4_3","J"
19313,"TACT2.1","Female","28018","csp_7_7",86,FALSE,"DIP3","FM4_4","J"
19314,"TACT2.4","Female","28018","csp_8_5",60,FALSE,"DIP2","FM4_2","Y"
19315,"TACT1.1","Male","28018","csp_4_7",59,FALSE,"DIP2","FM1_1","J"
19318,"TACT1.1","Male","28022","csp_6_8",60,FALSE,"DIP1_3","FM1_1","J"
